record num,title,author_list,date
63,Neural correlates of three types of negative life events during angry face processing in adolescents.,"Fanny Gollier-Briant,Marie-Laure Paillère-Martinot,Hervé Lemaitre,Ruben Miranda,Hélène Vulser,Robert Goodman,Jani Penttilä,Maren Struve,Tahmine Fadai,Viola Kappel,Luise Poustka,Yvonne Grimmer,Uli Bromberg,Patricia Conrod,Tobias Banaschewski,Gareth J Barker,Arun L W Bokde,Christian Büchel,Herta Flor,Juergen Gallinat,Hugh Garavan,Andreas Heinz,Claire Lawrence,Karl Mann,Frauke Nees,Tomas Paus,Zdenka Pausova,Vincent Frouin,Marcella Rietschel,Trevor W Robbins,Michael N Smolka,Gunter Schumann,IMAGEN Consortium+,Jean-Luc Martinot,Eric Artiges",2016
64,"Memory, Decision-Making, and the Ventromedial Prefrontal Cortex (vmPFC): The Roles of Subcallosal and Posterior Orbitofrontal Cortices in Monitoring and Control Processes.","Melissa Hebscher,Moran Barkan-Abramski,Morris Goldsmith,Judith Aharon-Peretz,Asaf Gilboa",2015
65,Neural Plastic Effects of Working Memory Training Influenced by Self-perceived Stress in Stroke: A Case Illustration.,"Ada W S Leung,Lauren M Barrett,Darcy Butterworth,Karin Werther,Deirdre R Dawson,E Sharon Brintnell",2016
66,The benefits of errorless learning for people with amnestic mild cognitive impairment.,"Judith L Roberts,Nicole D Anderson,Emma Guild,Andrée-Ann Cyr,Robert S P Jones,Linda Clare",2016
67,"The suppression of scale-free fMRI brain dynamics across three different sources of effort: aging, task novelty and task difficulty.","Nathan W Churchill,Robyn Spring,Cheryl Grady,Bernadine Cimprich,Mary K Askren,Patricia A Reuter-Lorenz,Mi Sook Jung,Scott Peltier,Stephen C Strother,Marc G Berman",2016
68,Increased activity in frontal motor cortex compensates impaired speech perception in older adults.,"Yi Du,Bradley R Buchsbaum,Cheryl L Grady,Claude Alain",2016
69,Factors Influencing Outcomes of Older Adults After Undergoing Rehabilitation for Hip Fracture.,"Katherine S McGilton,Charlene H Chu,Gary Naglie,Paula M van Wyk,Steven Stewart,Aileen M Davis",2016
70,Behavioural and neuroimaging changes after naming therapy for semantic variant primary progressive aphasia.,"Regina Jokel,Aneta Kielar,Nicole D Anderson,Sandra E Black,Elizabeth Rochon,Simon Graham,Morris Freedman,David F Tang-Wai",2016
71,Functional reorganization of language networks for semantics and syntax in chronic stroke: Evidence from MEG.,"Aneta Kielar,Tiffany Deschamps,Regina Jokel,Jed A Meltzer",2016
72,Moral judgment in episodic amnesia.,"Carl F Craver,Nazim Keven,Donna Kwan,Jake Kurczek,Melissa C Duff,R Shayna Rosenbaum",2016
73,No evidence of somatotopic place of articulation feature mapping in motor cortex during passive speech perception.,"Jessica S Arsenault,Bradley R Buchsbaum",
74,Divided attention reduces resistance to distraction at encoding but not retrieval.,"Jennifer C Weeks,Lynn Hasher",2016
75,Brain Function Is Linked to LDL Cholesterol in Older Adults with Cardiovascular Risk.,"Liesel-Ann C Meusel,Nicole D Anderson,Matthew D Parrott,William Yuen,Ekaterina Tchistiakova,Bradley J MacIntosh,Sid Feldman,Carol E Greenwood",2016
76,Impact of chlorhexidine bathing on methicillin-resistant Staphylococcus aureus incidence in an endemic chronic care setting: A randomized controlled trial.,"Chingiz M Amirov,Malcolm A Binns,Latha E Jacob,Heather L Candon",2016
77,The structure of psychopathology in adolescence and its common personality and cognitive correlates.,"Natalie Castellanos-Ryan,Frederic N Brière,Maeve O'Leary-Barrett,Tobias Banaschewski,Arun Bokde,Uli Bromberg,Christian Büchel,Herta Flor,Vincent Frouin,Juergen Gallinat,Hugh Garavan,Jean-Luc Martinot,Frauke Nees,Tomas Paus,Zdenka Pausova,Marcella Rietschel,Michael N Smolka,Trevor W Robbins,Robert Whelan,Gunter Schumann,Patricia Conrod,IMAGEN Consortium",
78,Glycerophosphocholine Metabolites and Cardiovascular Disease Risk Factors in Adolescents: A Cohort Study.,"Catriona Syme,Simon Czajkowski,Jean Shin,Michal Abrahamowicz,Gabriel Leonard,Michel Perron,Louis Richer,Suzanne Veillette,Daniel Gaudet,Lisa Strug,Yun Wang,Hongbin Xu,Graeme Taylor,Tomas Paus,Steffany Bennett,Zdenka Pausova",2016
79,"Hearing impairment, cognition and speech understanding: exploratory factor analyses of a comprehensive test battery for a group of hearing aid users, the n200 study.","Jerker Rönnberg,Thomas Lunner,Elaine Hoi Ning Ng,Björn Lidestam,Adriana Agatha Zekveld,Patrik Sörqvist,Björn Lyxell,Ulf Träff,Wycliffe Yumba,Elisabet Classon,Mathias Hällgren,Birgitta Larsby,Carine Signoret,M Kathleen Pichora-Fuller,Mary Rudner,Henrik Danielsson,Stefan Stenfelt",2016
80,An Anatomical Interface between Memory and Oculomotor Systems.,"Kelly Shen,Gleb Bezgin,Rajajee Selvam,Anthony R McIntosh,Jennifer D Ryan",2016
81,Dynamic functional connectivity shapes individual differences in associative learning.,"Zainab Fatima,Natasha Kovacevic,Bratislav Misic,Anthony Randal McIntosh",
82,The Rhesus Monkey Connectome Predicts Disrupted Functional Networks Resulting from Pharmacogenetic Inactivation of the Amygdala.,"David S Grayson,Eliza Bliss-Moreau,Christopher J Machado,Jeffrey Bennett,Kelly Shen,Kathleen A Grant,Damien A Fair,David G Amaral",
83,Feasibility of online self-administered cognitive training in moderate-severe brain injury.,"Bhanu Sharma,Jennifer C Tomaszczyk,Deirdre Dawson,Gary R Turner,Brenda Colella,Robin E A Green",2016
84,Temporal cuing modulates alpha oscillations during auditory attentional blink.,"Dawei Shen,Bernhard Ross,Claude Alain",2016
85,Network-Level Structure-Function Relationships in Human Neocortex.,"Bratislav Mišić,Richard F Betzel,Marcel A de Reus,Martijn P van den Heuvel,Marc G Berman,Anthony R McIntosh,Olaf Sporns",2016
86,40-Hz oscillations underlying perceptual binding in young and older adults.,"Bernhard Ross,Takako Fujioka",2016
87,Structural architecture supports functional organization in the human aging brain at a regionwise and network level.,"Joelle Zimmermann,Petra Ritter,Kelly Shen,Simon Rothmeier,Michael Schirner,Anthony R McIntosh",2016
88,The Effect of Intravenous Citalopram on the Neural Substrates of Obsessive-Compulsive Disorder.,"Tracy P Bhikram,Norman A S Farb,Lakshmi N Ravindran,Yousef G Papadopoulos,David K Conn,Bruce G Pollock,Arun V Ravindran",2016
89,Age-related Multiscale Changes in Brain Signal Variability in Pre-task versus Post-task Resting-state EEG.,"Hongye Wang,Anthony R McIntosh,Natasa Kovacevic,Maria Karachalios,Andrea B Protzner",2016
90,Keeping time in the brain: Autism spectrum disorder and audiovisual temporal processing.,"Ryan A Stevenson,Magali Segers,Susanne Ferber,Morgan D Barense,Stephen Camarata,Mark T Wallace",2015
91,Therapy Online: A Web-Based Video Support Group for Family Caregivers of Survivors With Traumatic Brain Injury.,"Thecla Damianakis,Alicia Tough,Elsa Marziali,Deirdre R Dawson",
92,Oculomotor-Based Vision Assessment in Mild Traumatic Brain Injury: A Systematic Review.,"Anne W Hunt,Katherine Mah,Nick Reed,Lisa Engel,Michelle Keightley",
93,Selective Activation of Resting-State Networks following Focal Stimulation in a Connectome-Based Network Model of the Human Brain.,"Andreas Spiegler,Enrique C A Hansen,Christophe Bernard,Anthony R McIntosh,Viktor K Jirsa",2016
94,Bridging naturalistic and laboratory assessment of memory: the Baycrest mask fit test.,"Michael J Armson,Hervé Abdi,Brian Levine",2016
95,Characterizing familial corticobasal syndrome due to Alzheimer's pathology and PSEN1 mutations.,"Benjamin Lam,Aun Khan,Julia Keith,Ekaterina Rogaeva,Juan Bilbao,Peter St George-Hyslop,Mahdi Ghani,Morris Freedman,Donald T Stuss,Tiffany Chow,Sandra E Black,Mario Masellis",2016
96,"Human subcortical brain asymmetries in 15,847 people worldwide reveal effects of age and sex.","Tulio Guadalupe,Samuel R Mathias,Theo G M vanErp,Christopher D Whelan,Marcel P Zwiers,Yoshinari Abe,Lucija Abramovic,Ingrid Agartz,Ole A Andreassen,Alejandro Arias-Vásquez,Benjamin S Aribisala,Nicola J Armstrong,Volker Arolt,Eric Artiges,Rosa Ayesa-Arriola,Vatche G Baboyan,Tobias Banaschewski,Gareth Barker,Mark E Bastin,Bernhard T Baune,John Blangero,Arun L W Bokde,Premika S W Boedhoe,Anushree Bose,Silvia Brem,Henry Brodaty,Uli Bromberg,Samantha Brooks,Christian Büchel,Jan Buitelaar,Vince D Calhoun,Dara M Cannon,Anna Cattrell,Yuqi Cheng,Patricia J Conrod,Annette Conzelmann,Aiden Corvin,Benedicto Crespo-Facorro,Fabrice Crivello,Udo Dannlowski,Greig I de Zubicaray,Sonja M C de Zwarte,Ian J Deary,Sylvane Desrivières,Nhat Trung Doan,Gary Donohoe,Erlend S Dørum,Stefan Ehrlich,Thomas Espeseth,Guillén Fernández,Herta Flor,Jean-Paul Fouche,Vincent Frouin,Masaki Fukunaga,Jürgen Gallinat,Hugh Garavan,Michael Gill,Andrea Gonzalez Suarez,Penny Gowland,Hans J Grabe,Dominik Grotegerd,Oliver Gruber,Saskia Hagenaars,Ryota Hashimoto,Tobias U Hauser,Andreas Heinz,Derrek P Hibar,Pieter J Hoekstra,Martine Hoogman,Fleur M Howells,Hao Hu,Hilleke E Hulshoff Pol,Chaim Huyser,Bernd Ittermann,Neda Jahanshad,Erik G Jönsson,Sarah Jurk,Rene S Kahn,Sinead Kelly,Bernd Kraemer,Harald Kugel,Jun Soo Kwon,Herve Lemaitre,Klaus-Peter Lesch,Christine Lochner,Michelle Luciano,Andre F Marquand,Nicholas G Martin,Ignacio Martínez-Zalacaín,Jean-Luc Martinot,David Mataix-Cols,Karen Mather,Colm McDonald,Katie L McMahon,Sarah E Medland,José M Menchón,Derek W Morris,Omar Mothersill,Susana Munoz Maniega,Benson Mwangi,Takashi Nakamae,Tomohiro Nakao,Janardhanan C Narayanaswaamy,Frauke Nees,Jan E Nordvik,A Marten H Onnink,Nils Opel,Roel Ophoff,Marie-Laure Paillère Martinot,Dimitri Papadopoulos Orfanos,Paul Pauli,Tomáš Paus,Luise Poustka,Janardhan Yc Reddy,Miguel E Renteria,Roberto Roiz-Santiáñez,Annerine Roos,Natalie A Royle,Perminder Sachdev,Pascual Sánchez-Juan,Lianne Schmaal,Gunter Schumann,Elena Shumskaya,Michael N Smolka,Jair C Soares,Carles Soriano-Mas,Dan J Stein,Lachlan T Strike,Roberto Toro,Jessica A Turner,Nathalie Tzourio-Mazoyer,Anne Uhlmann,Maria Valdés Hernández,Odile A van den Heuvel,Dennis van der Meer,Neeltje E M van Haren,Dick J Veltman,Ganesan Venkatasubramanian,Nora C Vetter,Daniella Vuletic,Susanne Walitza,Henrik Walter,Esther Walton,Zhen Wang,Joanna Wardlaw,Wei Wen,Lars T Westlye,Robert Whelan,Katharina Wittfeld,Thomas Wolfers,Margaret J Wright,Jian Xu,Xiufeng Xu,Je-Yeon Yun,JingJing Zhao,Barbara Franke,Paul M Thompson,David C Glahn,Bernard Mazoyer,Simon E Fisher,Clyde Francks",2016
97,The Human Dentate Gyrus Plays a Necessary Role in Discriminating New Memories.,"Stevenson Baker,Paula Vieweg,Fuqiang Gao,Asaf Gilboa,Thomas Wolbers,Sandra E Black,R Shayna Rosenbaum",2016
98,Impaired inference in a case of developmental amnesia.,"Maria C D'Angelo,R Shayna Rosenbaum,Jennifer D Ryan",2016
99,Performance Variability as a Predictor of Response to Aphasia Treatment.,"E Susan Duncan,Tanya Schmah,Steven L Small",2016
100,Suppressing Respiration Effects when Geometric Distortion Is Corrected Dynamically by Phase Labeling for Additional Coordinate Encoding (PLACE) during Functional MRI.,"Zahra Faraji-Dana,Fred Tam,J Jean Chen,Simon J Graham",2016
101,Forgetting Patterns Differentiate Between Two Forms of Memory Representation.,"Talya Sadeh,Jason D Ozubko,Gordon Winocur,Morris Moscovitch",2016
102,Ethics of Clinical Decision-Making for Older Drivers: Reporting Health-Related Driving Risk.,"Barbara Mazer,Maude Laliberté,Matthew Hunt,Josée Lemoignan,Isabelle Gélinas,Brenda Vrkljan,Gary Naglie,Shawn Marshall",2016
103,Do Demographics and Functional Abilities Influence Vehicle Type Driven by Older Canadians?,"Brenda Vrkljan,Alexander Crizzle,Simon Villeneuve,Michelle Porter,Sjaan Koppel,Barbara L Mazer,Gary Naglie,Michel Bédard,Holly A Tuokko,Isabelle Gélinas,Shawn C Marshall,Mark J Rapoport",2016
104,Attending to auditory memory.,"Jacqueline F Zimmermann,Morris Moscovitch,Claude Alain",2015
105,Context Memory Decline in Middle Aged Adults is Related to Changes in Prefrontal Cortex Function.,"Diana Kwon,David Maillet,Stamatoula Pasvanis,Elizabeth Ankudowich,Cheryl L Grady,M Natasha Rajah",2015
106,Patient perception of wound photography.,"Sheila C Wang,John Ae Anderson,Duncan Vb Jones,Robyn Evans",2014
107,Pupillary responses and memory-guided visual search reveal age-related and Alzheimer's-related memory decline.,"Michelle C Dragan,Timothy K Leonard,Andres M Lozano,Mary Pat McAndrews,Karen Ng,Jennifer D Ryan,David F Tang-Wai,Jordana S Wynn,Kari L Hoffman",2016
108,Using fMRI to understand event construction in developmental amnesia.,"Jennifer S Rabin,Rosanna K Olsen,Asaf Gilboa,Bradley R Buchsbaum,R Shayna Rosenbaum",2016
109,Impaired assessment of cumulative lifetime familiarity for object concepts after left anterior temporal-lobe resection that includes perirhinal cortex but spares the hippocampus.,"Ben Bowles,Devin Duke,R Shayna Rosenbaum,Ken McRae,Stefan Köhler",2016
110,Promoting the perception of two and three concurrent sound objects: An event-related potential study.,"Zsuzsanna Kocsis,István Winkler,Alexandra Bendixen,Claude Alain",2016
111,Forget all that nonsense: The role of meaning during the forgetting of recollective and familiarity-based memories.,"Jason D Ozubko,Paul Seli",2016
112,Editorial.,"Gordon Winocur,Mary Pat McAndrews,Lynn Nadel",2016
113,Interfering with free recall of words: Detrimental effects of phonological competition.,"Myra A Fernandes,Jeffrey D Wammes,Sandra Priselac,Morris Moscovitch",2016
114,Temporal lobe contribution to perceptual function: A tale of three patient groups.,"M Behrmann,A C H Lee,J Z Geskin,K S Graham,M D Barense",2016
115,"A boost of confidence: The role of the ventromedial prefrontal cortex in memory, decision-making, and schemas.","Melissa Hebscher,Asaf Gilboa",2016
116,The Associative Memory Deficit in Aging Is Related to Reduced Selectivity of Brain Activity during Encoding.,"Cristina Saverino,Zainab Fatima,Saman Sarraf,Anita Oder,Stephen C Strother,Cheryl L Grady",2016
117,Forensic Occupational Therapy in Canada: The Current State of Practice.,"Adora L Y Chui,Chantal Isabelle Wong,Sara A Maraj,Danielle Fry,Justine Jecker,Bonny Jung",2016
118,Amyloid deposition in semantic dementia: a positron emission tomography study.,"Eric E Brown,Ariel Graff-Guerrero,Sylvain Houle,Romina Mizrahi,Alan A Wilson,Bruce G Pollock,Benoit H Mulsant,Daniel Felsky,Aristotle N Voineskos,David F Tang-Wai,Nicolaas P L G Verhoeff,Morris Freedman,Zahinoor Ismail,Tiffany W Chow",2016
119,Professional and practice characteristics associated with self-efficacy in assessment and intervention among social workers in aging.,"Kelsey Simons,Sofiya An,Robin Bonifas",2016
120,Loss of Financial Management Independence After Brain Injury: Survivors' Experiences.,"Kathryn Koller,Lindsay Woods,Lisa Engel,Carolina Bottari,Deirdre R Dawson,Emily Nalder",
121,Altered resting-state functional connectivity in cognitively preserved pediatric-onset MS patients and relationship to structural damage and cognitive performance.,"Nadine Akbar,Christine Till,John G Sled,Malcolm A Binns,Sam M Doesburg,Berengere Aubert-Broche,Donald Louis Collins,David Araujo,Sridar Narayanan,Douglas L Arnold,Magdalena Lysenko,Brenda Banwell",2015
122,State of the science on prevention of elder abuse and lessons learned from child abuse and domestic violence prevention: Toward a conceptual framework for research.,"Jeanne A Teresi,David Burnes,Elizabeth A Skowron,Mary Ann Dutton,Laura Mosqueda,Mark S Lachs,Karl Pillemer",2016
123,Depression Predicts Functional Outcome in Geriatric Inpatient Rehabilitation.,"Saba Shahab,Diana-Felicia Nicolici,Alva Tang,Paul Katz,Linda Mah",2016
124,Therapeutic Touch(®) in a geriatric Palliative Care Unit - A retrospective review.,"Helen Senderovich,Mary Lou Ip,Anna Berall,Jurgis Karuza,Michael Gordon,Malcolm Binns,Shaira Wignarajah,Daphna Grossman,Lynda Dunal",2016
125,Polygenic Risk of Psychosis and Ventral Striatal Activation During Reward Processing in Healthy Adolescents.,"Thomas M Lancaster,David E Linden,Katherine E Tansey,Tobias Banaschewski,Arun L W Bokde,Uli Bromberg,Christian Büchel,Anna Cattrell,Patricia J Conrod,Herta Flor,Vincent Frouin,Jürgen Gallinat,Hugh Garavan,Penny Gowland,Andreas Heinz,Bernd Ittermann,Jean-Luc Martinot,Marie-Laure Paillère Martinot,Eric Artiges,Herve Lemaitre,Frauke Nees,Dimitri Papadopoulos Orfanos,Tomáš Paus,Luise Poustka,Michael N Smolka,Nora C Vetter,Sarah Jurk,Eva Mennigen,Henrik Walter,Robert Whelan,Gunter Schumann,IMAGEN Consortium",
126,Environmental enrichment protects against cognitive impairment following chemotherapy in an animal model.,"Gordon Winocur,J Martin Wojtowicz,Christina M Merkley,Ian F Tannock",2016
127,Mouse and Human Genetic Analyses Associate Kalirin with Ventral Striatal Activation during Impulsivity and with Alcohol Misuse.,"Yolanda Peña-Oliver,Fabiana M Carvalho,Sandra Sanchez-Roige,Erin B Quinlan,Tianye Jia,Tom Walker-Tilley,Stuart L Rulten,Frances M G Pearl,Tobias Banaschewski,Gareth J Barker,Arun L W Bokde,Christian Büchel,Patricia J Conrod,Herta Flor,Jürgen Gallinat,Hugh Garavan,Andreas Heinz,Penny Gowland,Marie-Laure Paillere Martinot,Tomáš Paus,Marcella Rietschel,Trevor W Robbins,Michael N Smolka,Gunter Schumann,David N Stephens,IMAGEN Consortium",2016
128,Functional Mechanisms of Recovery after Chronic Stroke: Modeling with the Virtual Brain.,"Maria Inez Falcon,Jeffrey D Riley,Viktor Jirsa,Anthony R McIntosh,E Elinor Chen,Ana Solodkin",2016
129,Discovering biomarkers for antidepressant response: protocol from the Canadian biomarker integration network in depression (CAN-BIND) and clinical characteristics of the first patient cohort.,"Raymond W Lam,Roumen Milev,Susan Rotzinger,Ana C Andreazza,Pierre Blier,Colleen Brenner,Zafiris J Daskalakis,Moyez Dharsee,Jonathan Downar,Kenneth R Evans,Faranak Farzan,Jane A Foster,Benicio N Frey,Joseph Geraci,Peter Giacobbe,Harriet E Feilotter,Geoffrey B Hall,Kate L Harkness,Stefanie Hassel,Zahinoor Ismail,Francesco Leri,Mario Liotti,Glenda M MacQueen,Mary Pat McAndrews,Luciano Minuzzi,Daniel J Müller,Sagar V Parikh,Franca M Placenza,Lena C Quilty,Arun V Ravindran,Tim V Salomons,Claudio N Soares,Stephen C Strother,Gustavo Turecki,Anthony L Vaccarino,Fidel Vila-Rodriguez,Sidney H Kennedy,CAN-BIND Investigator Team",2016
130,Brain Connectivity Alterations Are Associated with the Development of Dementia in Parkinson's Disease.,"Josie-Anne Bertrand,Anthony R McIntosh,Ronald B Postuma,Natasha Kovacevic,Véronique Latreille,Michel Panisset,Sylvain Chouinard,Jean-François Gagnon",
131,Wh- questions and passive sentences in non-fluent variant PPA and semantic variant PPA: Longitudinal findings of an anagram production task.,"Jennifer Cupit,Naida L Graham,Carol Leonard,David Tang-Wai,Sandra E Black,Elizabeth Rochon",2016
132,"Prediction of alcohol drinking in adolescents: Personality-traits, behavior, brain responses, and genetic variations in the context of reward sensitivity.","Angela Heinrich,Kathrin U Müller,Tobias Banaschewski,Gareth J Barker,Arun L W Bokde,Uli Bromberg,Christian Büchel,Patricia Conrod,Mira Fauth-Bühler,Dimitri Papadopoulos,Jürgen Gallinat,Hugh Garavan,Penny Gowland,Andreas Heinz,Bernd Ittermann,Karl Mann,Jean-Luc Martinot,Tomáš Paus,Zdenka Pausova,Michael Smolka,Andreas Ströhle,Marcella Rietschel,Herta Flor,Gunter Schumann,Frauke Nees,IMAGEN consortium",2016
133,Life-long music practice and executive control in older adults: An event-related potential study.,"Aline Moussard,Patrick Bermudez,Claude Alain,William Tays,Sylvain Moreno",2016
134,Pathoconnectomics of cognitive impairment in small vessel disease: A systematic review.,"Ayan K Dey,Vessela Stamenova,Gary Turner,Sandra E Black,Brian Levine",2016
